experiment,version,participant,item.pair,correct.bin,pair.order,response.type,response.num,response.dur,response.start,true.dur,true.start,foil.dur,foil.start,true.type,true.structure,true.pos1,true.pos2,true.pos3,true.RFname,phase,foil.type,foil.structure,foil.pos1,foil.pos2,foil.pos3,foil.RFname,language_mother,language_father,age,sex,grade,notes,education,test.type,competitor.type
1,2,20,O,0,true-foil,foil,2,4.570000000000022,251.129,1.203000000000003,247.28,1.4429999999999836,249.686,ruleword,AXB,A2,X5,B2,A2_X5_B2.wav,generalization,partword,CAN,B2,A2,X5,B2_A2_X5.wav,YD,YD,28,F,12,NA,preparatory,GEN,part-word
1,2,20,P,1,true-foil,true,1,6.4950000000000045,289.135,1.2019999999999982,285.287,1.4429999999999836,287.692,ruleword,AXB,A3,X4,B3,A3_X4_B3.wav,generalization,partword,CAN,B3,A3,X4,B3_A3_X4.wav,YD,YD,28,F,12,NA,preparatory,GEN,part-word
1,2,20,Q,1,true-foil,true,1,11.064999999999998,188.106,1.4439999999999884,184.257,1.203000000000003,186.903,ruleword,AXB,A1,X5,B1,A1_X5_B1.wav,generalization,partword,XNA,X2,X5,A1,X2_X5_A1.wav,YD,YD,28,F,12,NA,preparatory,GEN,part-word
1,2,20,R,0,foil-true,foil,1,13.710999999999999,102.953,1.4429999999999978,101.51,1.4440000000000026,99.104,ruleword,AXB,A2,X6,B2,A2_X6_B2.wav,generalization,partword,NCA,X6,B2,A2,X6_B2_A2.wav,YD,YD,28,F,12,NA,preparatory,GEN,part-word
1,3,2,A,1,true-foil,true,1,2.8859999999999957,203.742,1.443000000000012,199.893,1.4439999999999884,202.298,word,AXB,A1,X1,B1,A1_X1_B1.wav,segmentation,partword,CAX,B3,A1,X3,B3_A1_X3.wav,YD,YD,21,F,10,NA,preparatory,SEG,part-word
1,3,2,B,1,true-foil,true,1,4.569999999999993,123.881,1.203000000000003,120.032,1.4440000000000026,122.437,word,AXB,A2,X1,B2,A2_X1_B2.wav,segmentation,partword,CAX,B1,A2,X2,B1_A2_X2.wav,YD,YD,21,F,10,NA,preparatory,SEG,part-word
1,3,2,C,0,true-foil,foil,2,2.164999999999992,223.226,1.443000000000012,219.137,1.443000000000012,221.783,word,AXB,A3,X2,B3,A3_X2_B3.wav,segmentation,partword,XCA,X3,B3,A3,X3_B3_A3.wav,YD,YD,21,F,10,NA,preparatory,SEG,part-word
1,3,2,D,1,foil-true,true,2,1.4440000000000026,75.771,1.2019999999999982,74.569,1.203000000000003,72.163,word,AXB,A2,X3,B2,A2_X3_B2.wav,segmentation,partword,XCA,X2,B2,A1,X2_B2_A1.wav,YD,YD,21,F,10,NA,preparatory,SEG,part-word
1,3,2,E,1,foil-true,true,2,6.014000000000003,32.473,1.2019999999999982,31.271,1.203000000000003,28.865,word,AXB,A1,X2,B1,A1_X2_B1.wav,segmentation,partword,XCA,X2,B1,A2,X2_B1_A2.wav,YD,YD,21,F,10,NA,preparatory,SEG,part-word
1,3,2,F,1,foil-true,true,2,3.126999999999981,147.454,1.443000000000012,146.011,1.4440000000000168,143.605,word,AXB,A2,X2,B2,A2_X2_B2.wav,segmentation,partword,XCA,X1,B2,A3,X1_B2_A3.wav,YD,YD,21,F,10,NA,preparatory,SEG,part-word
1,3,2,G,1,true-foil,true,1,1.9240000000000066,214.326,1.203000000000003,210.477,1.4439999999999884,212.882,word,AXB,A3,X1,B3,A3_X1_B3.wav,segmentation,partword,CAX,B1,A3,X3,B1_A3_X3.wav,YD,YD,21,F,10,NA,preparatory,SEG,part-word
1,3,2,H,0,true-foil,foil,2,1.9240000000000066,185.701,1.2019999999999982,182.093,1.203000000000003,184.498,word,AXB,A1,X3,B1,A1_X3_B1.wav,segmentation,partword,CAX,B2,A1,X1,B2_A1_X1.wav,YD,YD,21,F,10,NA,preparatory,SEG,part-word
1,3,2,I,1,true-foil,true,1,4.810999999999993,83.95,1.4440000000000026,80.101,1.203000000000003,82.747,word,AXB,A3,X3,B3,A3_X3_B3.wav,segmentation,partword,XCA,X1,B3,A2,X1_B3_A2.wav,YD,YD,21,F,10,NA,preparatory,SEG,part-word
1,3,2,J,0,foil-true,foil,1,2.1650000000000205,166.457,1.4429999999999836,165.014,1.203000000000003,162.608,ruleword,AXB,A3,X5,B3,A3_X5_B3.wav,generalization,partword,NCA,X5,B3,A3,X5_B3_A3.wav,YD,YD,21,F,10,NA,preparatory,GEN,part-word
1,3,2,K,1,true-foil,true,1,5.292000000000002,135.186,1.203000000000003,131.337,1.443000000000012,133.743,ruleword,AXB,A2,X4,B2,A2_X4_B2.wav,generalization,partword,XNA,X1,X4,A2,X1_X4_A2.wav,YD,YD,21,F,10,NA,preparatory,GEN,part-word
1,3,2,L,1,true-foil,true,1,3.126999999999981,176.079,1.443000000000012,172.23,1.443000000000012,174.636,ruleword,AXB,A3,X6,B3,A3_X6_B3.wav,generalization,partword,XNA,X3,X6,A3,X3_X6_A3.wav,YD,YD,21,F,10,NA,preparatory,GEN,part-word
1,3,2,M,1,true-foil,true,1,7.217000000000006,46.184,1.2019999999999982,42.336,1.203000000000003,44.741,ruleword,AXB,A1,X6,B1,A1_X6_B1.wav,generalization,partword,CAN,B1,A1,X6,B1_A1_X6.wav,YD,YD,21,F,10,NA,preparatory,GEN,part-word
1,3,2,N,1,true-foil,true,1,2.164999999999992,157.316,1.203000000000003,153.708,1.2019999999999982,156.114,ruleword,AXB,A1,X4,B1,A1_X4_B1.wav,generalization,partword,NCA,X4,B1,A1,X4_B1_A1.wav,YD,YD,21,F,10,NA,preparatory,GEN,part-word
1,3,2,O,0,foil-true,foil,1,6.974999999999994,94.775,1.4440000000000026,93.331,1.4429999999999978,90.926,ruleword,AXB,A2,X5,B2,A2_X5_B2.wav,generalization,partword,CAN,B2,A2,X5,B2_A2_X5.wav,YD,YD,21,F,10,NA,preparatory,GEN,part-word
1,3,2,P,0,foil-true,foil,1,5.773000000000003,61.579,1.2019999999999982,60.377,1.203000000000003,57.971,ruleword,AXB,A3,X4,B3,A3_X4_B3.wav,generalization,partword,CAN,B3,A3,X4,B3_A3_X4.wav,YD,YD,21,F,10,NA,preparatory,GEN,part-word
1,3,2,Q,0,true-foil,foil,2,3.608000000000004,194.12,1.443000000000012,190.271,1.443000000000012,192.677,ruleword,AXB,A1,X5,B1,A1_X5_B1.wav,generalization,partword,XNA,X2,X5,A1,X2_X5_A1.wav,YD,YD,21,F,10,NA,preparatory,GEN,part-word
1,3,2,R,1,foil-true,true,2,7.697000000000003,108.967,1.4440000000000026,107.523,1.443000000000012,105.118,ruleword,AXB,A2,X6,B2,A2_X6_B2.wav,generalization,partword,NCA,X6,B2,A2,X6_B2_A2.wav,YD,YD,21,F,10,NA,preparatory,GEN,part-word
1,3,6,A,1,foil-true,true,2,4.570000000000007,82.026,1.4440000000000026,80.582,1.2029999999999887,78.177,word,AXB,A1,X1,B1,A1_X1_B1.wav,segmentation,partword,CAX,B3,A1,X3,B3_A1_X3.wav,YD,YD,22,F,12,NA,preparatory,SEG,part-word
1,3,6,B,1,true-foil,true,1,15.875999999999998,31.03,1.2029999999999994,27.181,1.4430000000000014,29.587,word,AXB,A2,X1,B2,A2_X1_B2.wav,segmentation,partword,CAX,B1,A2,X2,B1_A2_X2.wav,YD,YD,22,F,12,NA,preparatory,SEG,part-word
1,3,6,C,1,foil-true,true,2,11.786999999999992,93.331,1.4429999999999978,91.888,1.4429999999999978,89.483,word,AXB,A3,X2,B3,A3_X2_B3.wav,segmentation,partword,XCA,X3,B3,A3,X3_B3_A3.wav,YD,YD,22,F,12,NA,preparatory,SEG,part-word
1,3,6,D,0,foil-true,foil,1,3.8489999999999895,114.98,1.4429999999999978,113.537,1.2019999999999982,111.132,word,AXB,A2,X3,B2,A2_X3_B2.wav,segmentation,partword,XCA,X2,B2,A1,X2_B2_A1.wav,YD,YD,22,F,12,NA,preparatory,SEG,part-word
1,3,6,E,1,foil-true,true,2,3.367999999999995,128.451,1.4429999999999978,127.008,1.4429999999999978,124.602,word,AXB,A1,X2,B1,A1_X2_B1.wav,segmentation,partword,XCA,X2,B1,A2,X2_B1_A2.wav,YD,YD,22,F,12,NA,preparatory,SEG,part-word
1,3,6,F,1,foil-true,true,2,1.6839999999999975,199.412,1.443000000000012,197.969,1.443000000000012,195.563,word,AXB,A2,X2,B2,A2_X2_B2.wav,segmentation,partword,XCA,X1,B2,A3,X1_B2_A3.wav,YD,YD,22,F,12,NA,preparatory,SEG,part-word
1,3,6,G,1,foil-true,true,2,1.4429999999999836,253.775,1.443000000000012,252.332,1.4440000000000168,249.926,word,AXB,A3,X1,B3,A3_X1_B3.wav,segmentation,partword,CAX,B1,A3,X3,B1_A3_X3.wav,YD,YD,22,F,12,NA,preparatory,SEG,part-word
1,3,6,H,1,foil-true,true,2,1.9240000000000066,230.683,1.203000000000003,229.48,1.2019999999999982,227.075,word,AXB,A1,X3,B1,A1_X3_B1.wav,segmentation,partword,CAX,B2,A1,X1,B2_A1_X1.wav,YD,YD,22,F,12,NA,preparatory,SEG,part-word
1,3,6,I,0,foil-true,foil,1,6.01400000000001,263.637,1.4429999999999836,262.194,1.4430000000000405,259.789,word,AXB,A3,X3,B3,A3_X3_B3.wav,segmentation,partword,XCA,X1,B3,A2,X1_B3_A2.wav,YD,YD,22,F,12,NA,preparatory,SEG,part-word
1,3,6,J,0,true-foil,foil,2,6.2549999999999955,215.528,1.203000000000003,211.92,1.2019999999999982,214.326,ruleword,AXB,A3,X5,B3,A3_X5_B3.wav,generalization,partword,NCA,X5,B3,A3,X5_B3_A3.wav,YD,YD,22,F,12,NA,preparatory,GEN,part-word
1,3,6,K,0,foil-true,foil,1,7.938000000000001,14.432,1.4429999999999996,12.989,1.4429999999999996,10.584,ruleword,AXB,A2,X4,B2,A2_X4_B2.wav,generalization,partword,XNA,X1,X4,A2,X1_X4_A2.wav,YD,YD,22,F,12,NA,preparatory,GEN,part-word
1,3,6,L,1,foil-true,true,2,6.013999999999982,144.086,1.443000000000012,142.643,1.2019999999999982,140.238,ruleword,AXB,A3,X6,B3,A3_X6_B3.wav,generalization,partword,XNA,X3,X6,A3,X3_X6_A3.wav,YD,YD,22,F,12,NA,preparatory,GEN,part-word
1,3,6,M,0,true-foil,foil,2,6.4950000000000045,171.749,1.4439999999999884,167.9,1.203000000000003,170.546,ruleword,AXB,A1,X6,B1,A1_X6_B1.wav,generalization,partword,CAN,B1,A1,X6,B1_A1_X6.wav,YD,YD,22,F,12,NA,preparatory,GEN,part-word
1,3,6,N,0,true-foil,foil,2,2.8870000000000005,275.905,1.2029999999999745,272.297,1.2019999999999982,274.703,ruleword,AXB,A1,X4,B1,A1_X4_B1.wav,generalization,partword,NCA,X4,B1,A1,X4_B1_A1.wav,YD,YD,22,F,12,NA,preparatory,GEN,part-word
1,3,6,O,0,foil-true,foil,1,3.126999999999981,159.722,1.443000000000012,158.279,1.203000000000003,155.873,ruleword,AXB,A2,X5,B2,A2_X5_B2.wav,generalization,partword,CAN,B2,A2,X5,B2_A2_X5.wav,YD,YD,22,F,12,NA,preparatory,GEN,part-word
1,3,6,P,0,true-foil,foil,2,2.4050000000000296,288.895,1.4429999999999836,285.046,1.44399999999996,287.451,ruleword,AXB,A3,X4,B3,A3_X4_B3.wav,generalization,partword,CAN,B3,A3,X4,B3_A3_X4.wav,YD,YD,22,F,12,NA,preparatory,GEN,part-word
1,3,6,Q,1,foil-true,true,2,4.088999999999999,186.182,1.2029999999999745,184.979,1.2019999999999982,182.574,ruleword,AXB,A1,X5,B1,A1_X5_B1.wav,generalization,partword,XNA,X2,X5,A1,X2_X5_A1.wav,YD,YD,22,F,12,NA,preparatory,GEN,part-word
1,3,6,R,0,true-foil,foil,2,2.6459999999999866,242.71,1.4440000000000168,238.861,1.443000000000012,241.267,ruleword,AXB,A2,X6,B2,A2_X6_B2.wav,generalization,partword,NCA,X6,B2,A2,X6_B2_A2.wav,YD,YD,22,F,12,NA,preparatory,GEN,part-word
1,3,10,A,1,foil-true,true,2,4.8110000000000035,31.511,1.2029999999999994,30.308,1.203000000000003,27.903,word,AXB,A1,X1,B1,A1_X1_B1.wav,segmentation,partword,CAX,B3,A1,X3,B3_A1_X3.wav,YD,YD,18,F,8,NA,secondary,SEG,part-word
1,3,10,B,0,true-foil,foil,2,5.77300000000001,93.091,1.4429999999999978,89.242,1.2029999999999887,91.888,word,AXB,A2,X1,B2,A2_X1_B2.wav,segmentation,partword,CAX,B1,A2,X2,B1_A2_X2.wav,YD,YD,18,F,8,NA,secondary,SEG,part-word
1,3,10,C,1,true-foil,true,1,6.495000000000001,6.254,1.443,2.165,1.4429999999999996,4.811,word,AXB,A3,X2,B3,A3_X2_B3.wav,segmentation,partword,XCA,X3,B3,A3,X3_B3_A3.wav,YD,YD,18,F,8,NA,secondary,SEG,part-word
1,3,10,D,0,true-foil,foil,2,7.456000000000003,115.943,1.4440000000000026,111.853,1.4440000000000026,114.499,word,AXB,A2,X3,B2,A2_X3_B2.wav,segmentation,partword,XCA,X2,B2,A1,X2_B2_A1.wav,YD,YD,18,F,8,NA,secondary,SEG,part-word
1,3,10,E,0,foil-true,foil,1,1.9240000000000066,129.654,1.4439999999999884,128.21,1.4429999999999978,125.805,word,AXB,A1,X2,B1,A1_X2_B1.wav,segmentation,partword,XCA,X2,B1,A2,X2_B1_A2.wav,YD,YD,18,F,8,NA,secondary,SEG,part-word
1,3,10,F,0,true-foil,foil,2,6.4950000000000045,171.268,1.4439999999999884,167.419,1.203000000000003,170.065,word,AXB,A2,X2,B2,A2_X2_B2.wav,segmentation,partword,XCA,X1,B2,A3,X1_B2_A3.wav,YD,YD,18,F,8,NA,secondary,SEG,part-word
1,3,10,G,0,foil-true,foil,1,3.1269999999999953,105.84,1.4440000000000026,104.396,1.203000000000003,101.991,word,AXB,A3,X1,B3,A3_X1_B3.wav,segmentation,partword,CAX,B1,A3,X3,B1_A3_X3.wav,YD,YD,18,F,8,NA,secondary,SEG,part-word
1,3,10,H,1,true-foil,true,1,3.126999999999981,160.925,1.203000000000003,157.076,1.4440000000000168,159.481,word,AXB,A1,X3,B1,A1_X3_B1.wav,segmentation,partword,CAX,B2,A1,X1,B2_A1_X1.wav,YD,YD,18,F,8,NA,secondary,SEG,part-word
1,3,10,I,0,true-foil,foil,2,9.140999999999991,77.936,1.2020000000000124,74.088,1.443000000000012,76.493,word,AXB,A3,X3,B3,A3_X3_B3.wav,segmentation,partword,XCA,X1,B3,A2,X1_B3_A2.wav,YD,YD,18,F,8,NA,secondary,SEG,part-word
1,3,10,J,0,foil-true,foil,1,4.3300000000000125,196.766,1.4429999999999836,195.323,1.443000000000012,192.917,ruleword,AXB,A3,X5,B3,A3_X5_B3.wav,generalization,partword,NCA,X5,B3,A3,X5_B3_A3.wav,YD,YD,18,F,8,NA,secondary,GEN,part-word
1,3,10,K,0,true-foil,foil,2,5.532999999999987,208.312,1.203000000000003,204.463,1.443000000000012,206.869,ruleword,AXB,A2,X4,B2,A2_X4_B2.wav,generalization,partword,XNA,X1,X4,A2,X1_X4_A2.wav,YD,YD,18,F,8,NA,secondary,GEN,part-word
1,3,10,L,0,true-foil,foil,2,4.3300000000000125,138.313,1.2029999999999745,134.705,1.2019999999999982,137.111,ruleword,AXB,A3,X6,B3,A3_X6_B3.wav,generalization,partword,XNA,X3,X6,A3,X3_X6_A3.wav,YD,YD,18,F,8,NA,secondary,GEN,part-word
1,3,10,M,1,true-foil,true,1,5.533000000000001,43.057,1.4429999999999978,39.209,1.2020000000000053,41.855,ruleword,AXB,A1,X6,B1,A1_X6_B1.wav,generalization,partword,CAN,B1,A1,X6,B1_A1_X6.wav,YD,YD,18,F,8,NA,secondary,GEN,part-word
1,3,10,N,1,foil-true,true,2,4.569999999999993,185.22,1.203000000000003,184.017,1.203000000000003,181.611,ruleword,AXB,A1,X4,B1,A1_X4_B1.wav,generalization,partword,NCA,X4,B1,A1,X4_B1_A1.wav,YD,YD,18,F,8,NA,secondary,GEN,part-word
1,3,10,O,1,true-foil,true,1,4.088999999999999,66.631,1.4429999999999978,62.782,1.4440000000000026,65.187,ruleword,AXB,A2,X5,B2,A2_X5_B2.wav,generalization,partword,CAN,B2,A2,X5,B2_A2_X5.wav,YD,YD,18,F,8,NA,secondary,GEN,part-word
1,3,10,P,1,true-foil,true,1,4.571000000000026,149.378,1.443000000000012,145.53,1.4429999999999836,147.935,ruleword,AXB,A3,X4,B3,A3_X4_B3.wav,generalization,partword,CAN,B3,A3,X4,B3_A3_X4.wav,YD,YD,18,F,8,NA,secondary,GEN,part-word
1,3,10,Q,1,foil-true,true,2,5.292000000000002,19.243,1.2019999999999982,18.041,1.4430000000000014,15.395,ruleword,AXB,A1,X5,B1,A1_X5_B1.wav,generalization,partword,XNA,X2,X5,A1,X2_X5_A1.wav,YD,YD,18,F,8,NA,secondary,GEN,part-word
1,3,10,R,1,foil-true,true,2,4.088999999999999,55.566,1.4440000000000026,54.122,1.203000000000003,51.717,ruleword,AXB,A2,X6,B2,A2_X6_B2.wav,generalization,partword,NCA,X6,B2,A2,X6_B2_A2.wav,YD,YD,18,F,8,NA,secondary,GEN,part-word
1,3,13,A,1,foil-true,true,2,17.079,10.343,1.2029999999999994,9.14,1.2030000000000003,6.494,word,AXB,A1,X1,B1,A1_X1_B1.wav,segmentation,partword,CAX,B3,A1,X3,B3_A1_X3.wav,YD,YD,23,M,8,NA,secondary,SEG,part-word
1,3,13,B,1,foil-true,true,2,23.093000000000018,137.832,1.4429999999999836,136.389,1.203000000000003,133.743,word,AXB,A2,X1,B2,A2_X1_B2.wav,segmentation,partword,CAX,B1,A2,X2,B1_A2_X2.wav,YD,YD,23,M,8,NA,secondary,SEG,part-word
1,3,13,C,1,true-foil,true,1,10.825000000000017,240.064,1.2019999999999982,235.975,1.6839999999999975,238.38,word,AXB,A3,X2,B3,A3_X2_B3.wav,segmentation,partword,XCA,X3,B3,A3,X3_B3_A3.wav,YD,YD,23,M,8,NA,secondary,SEG,part-word
1,3,13,D,1,true-foil,true,1,3.608000000000004,53.882,1.2029999999999959,50.033,1.4429999999999978,52.439,word,AXB,A2,X3,B2,A2_X3_B2.wav,segmentation,partword,XCA,X2,B2,A1,X2_B2_A1.wav,YD,YD,23,M,8,NA,secondary,SEG,part-word
1,3,13,E,0,foil-true,foil,1,8.659999999999997,178.484,1.443000000000012,177.041,1.203000000000003,174.395,word,AXB,A1,X2,B1,A1_X2_B1.wav,segmentation,partword,XCA,X2,B1,A2,X2_B1_A2.wav,YD,YD,23,M,8,NA,secondary,SEG,part-word
1,3,13,F,0,foil-true,foil,1,4.811000000000007,63.985,1.4440000000000026,62.541,1.2029999999999959,60.136,word,AXB,A2,X2,B2,A2_X2_B2.wav,segmentation,partword,XCA,X1,B2,A3,X1_B2_A3.wav,YD,YD,23,M,8,NA,secondary,SEG,part-word
1,3,13,G,1,true-foil,true,1,8.178999999999974,272.778,1.2030000000000314,268.929,1.2030000000000314,271.575,word,AXB,A3,X1,B3,A3_X1_B3.wav,segmentation,partword,CAX,B1,A3,X3,B1_A3_X3.wav,YD,YD,23,M,8,NA,secondary,SEG,part-word
1,3,13,H,1,true-foil,true,1,8.899999999999977,257.624,1.203000000000003,253.775,1.4430000000000405,256.181,word,AXB,A1,X3,B1,A1_X3_B1.wav,segmentation,partword,CAX,B2,A1,X1,B2_A1_X1.wav,YD,YD,23,M,8,NA,secondary,SEG,part-word
1,3,13,I,0,true-foil,foil,2,3.847999999999999,127.008,1.4439999999999884,122.918,1.4440000000000026,125.564,word,AXB,A3,X3,B3,A3_X3_B3.wav,segmentation,partword,XCA,X1,B3,A2,X1_B3_A2.wav,YD,YD,23,M,8,NA,secondary,SEG,part-word
1,3,13,J,1,true-foil,true,1,4.090000000000003,167.9,1.4429999999999836,163.811,1.443000000000012,166.457,ruleword,AXB,A3,X5,B3,A3_X5_B3.wav,generalization,partword,NCA,X5,B3,A3,X5_B3_A3.wav,YD,YD,23,M,8,NA,secondary,GEN,part-word
1,3,13,K,0,foil-true,foil,1,9.14100000000002,288.173,1.4429999999999836,286.73,1.2029999999999745,284.324,ruleword,AXB,A2,X4,B2,A2_X4_B2.wav,generalization,partword,XNA,X1,X4,A2,X1_X4_A2.wav,YD,YD,23,M,8,NA,secondary,GEN,part-word
1,3,13,L,0,foil-true,foil,1,9.141000000000005,75.05,1.2019999999999982,73.607,1.4429999999999978,70.961,ruleword,AXB,A3,X6,B3,A3_X6_B3.wav,generalization,partword,XNA,X3,X6,A3,X3_X6_A3.wav,YD,YD,23,M,8,NA,secondary,GEN,part-word
1,3,13,M,0,foil-true,foil,1,14.433,33.435,1.4430000000000014,31.992,1.2020000000000017,29.587,ruleword,AXB,A1,X6,B1,A1_X6_B1.wav,generalization,partword,CAN,B1,A1,X6,B1_A1_X6.wav,YD,YD,23,M,8,NA,secondary,GEN,part-word
1,3,13,N,0,foil-true,foil,1,7.456999999999994,226.112,1.2019999999999982,224.91,1.2019999999999982,222.264,ruleword,AXB,A1,X4,B1,A1_X4_B1.wav,generalization,partword,NCA,X4,B1,A1,X4_B1_A1.wav,YD,YD,23,M,8,NA,secondary,GEN,part-word
1,3,13,O,0,true-foil,foil,2,13.471000000000004,192.917,1.4439999999999884,189.068,1.203000000000003,191.714,ruleword,AXB,A2,X5,B2,A2_X5_B2.wav,generalization,partword,CAN,B2,A2,X5,B2_A2_X5.wav,YD,YD,23,M,8,NA,secondary,GEN,part-word
1,3,13,P,1,true-foil,true,1,7.2169999999999845,212.882,1.4429999999999836,208.793,1.443000000000012,211.439,ruleword,AXB,A3,X4,B3,A3_X4_B3.wav,generalization,partword,CAN,B3,A3,X4,B3_A3_X4.wav,YD,YD,23,M,8,NA,secondary,GEN,part-word
1,3,13,Q,0,foil-true,foil,1,17.558999999999997,103.194,1.203000000000003,101.991,1.4429999999999978,99.345,ruleword,AXB,A1,X5,B1,A1_X5_B1.wav,generalization,partword,XNA,X2,X5,A1,X2_X5_A1.wav,YD,YD,23,M,8,NA,secondary,GEN,part-word
1,3,13,R,1,true-foil,true,1,6.012999999999991,90.926,1.203000000000003,87.077,1.203000000000003,89.723,ruleword,AXB,A2,X6,B2,A2_X6_B2.wav,generalization,partword,NCA,X6,B2,A2,X6_B2_A2.wav,YD,YD,23,M,8,NA,secondary,GEN,part-word
1,3,18,A,0,true-foil,foil,2,3.367999999999995,60.136,1.443000000000005,56.047,1.443000000000005,58.693,word,AXB,A1,X1,B1,A1_X1_B1.wav,segmentation,partword,CAX,B3,A1,X3,B3_A1_X3.wav,Wamera,YD,28,M,10,NA,preparatory,SEG,part-word
1,3,18,B,1,foil-true,true,2,6.253999999999991,146.011,1.203000000000003,144.808,1.4440000000000168,141.921,word,AXB,A2,X1,B2,A2_X1_B2.wav,segmentation,partword,CAX,B1,A2,X2,B1_A2_X2.wav,Wamera,YD,28,M,10,NA,preparatory,SEG,part-word
1,3,18,C,1,true-foil,true,1,2.1650000000000063,104.396,1.443000000000012,100.067,1.4429999999999978,102.953,word,AXB,A3,X2,B3,A3_X2_B3.wav,segmentation,partword,XCA,X3,B3,A3,X3_B3_A3.wav,Wamera,YD,28,M,10,NA,preparatory,SEG,part-word
1,3,18,D,0,foil-true,foil,1,4.329999999999998,81.785,1.4429999999999978,80.342,1.4440000000000026,77.455,word,AXB,A2,X3,B2,A2_X3_B2.wav,segmentation,partword,XCA,X2,B2,A1,X2_B2_A1.wav,Wamera,YD,28,M,10,NA,preparatory,SEG,part-word
1,3,18,E,1,foil-true,true,2,8.419000000000004,44.501,1.4439999999999955,43.057,1.2019999999999982,40.171,word,AXB,A1,X2,B1,A1_X2_B1.wav,segmentation,partword,XCA,X2,B1,A2,X2_B1_A2.wav,Wamera,YD,28,M,10,NA,preparatory,SEG,part-word
1,3,18,F,0,true-foil,foil,2,3.8490000000000038,70.72,1.4429999999999978,66.39,1.203000000000003,69.517,word,AXB,A2,X2,B2,A2_X2_B2.wav,segmentation,partword,XCA,X1,B2,A3,X1_B2_A3.wav,Wamera,YD,28,M,10,NA,preparatory,SEG,part-word
1,3,18,G,1,true-foil,true,1,6.975999999999999,202.058,1.2019999999999982,197.969,1.4429999999999836,200.615,word,AXB,A3,X1,B3,A3_X1_B3.wav,segmentation,partword,CAX,B1,A3,X3,B1_A3_X3.wav,Wamera,YD,28,M,10,NA,preparatory,SEG,part-word
1,3,18,H,0,foil-true,foil,1,4.329999999999984,188.347,1.4440000000000168,186.903,1.4439999999999884,184.257,word,AXB,A1,X3,B1,A1_X3_B1.wav,segmentation,partword,CAX,B2,A1,X1,B2_A1_X1.wav,Wamera,YD,28,M,10,NA,preparatory,SEG,part-word
1,3,18,I,0,true-foil,foil,2,4.088999999999999,177.041,1.4439999999999884,172.711,1.4429999999999836,175.598,word,AXB,A3,X3,B3,A3_X3_B3.wav,segmentation,partword,XCA,X1,B3,A2,X1_B3_A2.wav,Wamera,YD,28,M,10,NA,preparatory,SEG,part-word
1,3,18,J,0,foil-true,foil,1,5.531999999999982,235.013,1.4440000000000168,233.569,1.443000000000012,230.683,ruleword,AXB,A3,X5,B3,A3_X5_B3.wav,generalization,partword,NCA,X5,B3,A3,X5_B3_A3.wav,Wamera,YD,28,M,10,NA,preparatory,GEN,part-word
1,3,18,K,1,true-foil,true,1,2.646000000000015,136.148,1.443000000000012,131.819,1.4429999999999836,134.705,ruleword,AXB,A2,X4,B2,A2_X4_B2.wav,generalization,partword,XNA,X1,X4,A2,X1_X4_A2.wav,Wamera,YD,28,M,10,NA,preparatory,GEN,part-word
1,3,18,L,1,true-foil,true,1,3.60799999999999,124.843,1.4440000000000026,120.753,1.4440000000000026,123.399,ruleword,AXB,A3,X6,B3,A3_X6_B3.wav,generalization,partword,XNA,X3,X6,A3,X3_X6_A3.wav,Wamera,YD,28,M,10,NA,preparatory,GEN,part-word
1,3,18,M,0,foil-true,foil,1,10.103000000000009,216.25,1.443000000000012,214.807,1.2019999999999982,212.161,ruleword,AXB,A1,X6,B1,A1_X6_B1.wav,generalization,partword,CAN,B1,A1,X6,B1_A1_X6.wav,Wamera,YD,28,M,10,NA,preparatory,GEN,part-word
1,3,18,N,1,true-foil,true,1,10.103000000000009,159.481,1.443000000000012,155.392,1.4429999999999836,158.038,ruleword,AXB,A1,X4,B1,A1_X4_B1.wav,generalization,partword,NCA,X4,B1,A1,X4_B1_A1.wav,Wamera,YD,28,M,10,NA,preparatory,GEN,part-word
1,3,18,O,0,foil-true,foil,1,6.254000000000019,248.243,1.4439999999999884,246.799,1.4440000000000168,244.153,ruleword,AXB,A2,X5,B2,A2_X5_B2.wav,generalization,partword,CAN,B2,A2,X5,B2_A2_X5.wav,Wamera,YD,28,M,10,NA,preparatory,GEN,part-word
1,3,18,P,1,true-foil,true,1,9.861999999999998,26.941,1.2029999999999994,22.851,1.443999999999999,25.497,ruleword,AXB,A3,X4,B3,A3_X4_B3.wav,generalization,partword,CAN,B3,A3,X4,B3_A3_X4.wav,Wamera,YD,28,M,10,NA,preparatory,GEN,part-word
1,3,18,Q,1,foil-true,true,2,3.3670000000000044,114.259,1.4440000000000026,112.815,1.4429999999999978,109.929,ruleword,AXB,A1,X5,B1,A1_X5_B1.wav,generalization,partword,XNA,X2,X5,A1,X2_X5_A1.wav,Wamera,YD,28,M,10,NA,preparatory,GEN,part-word
1,3,18,R,1,true-foil,true,1,4.088999999999999,92.85,1.4429999999999978,88.761,1.4429999999999978,91.407,ruleword,AXB,A2,X6,B2,A2_X6_B2.wav,generalization,partword,NCA,X6,B2,A2,X6_B2_A2.wav,Wamera,YD,28,M,10,NA,preparatory,GEN,part-word
